Id,applicationName,releaseID,businessScenario,transactionName,SLA,TPS,backendCall,callType,comments,discrepancyIndicator,additionalDetails,createdBy,created_date,modifiedBy,modified_date
838,SVTM,2024.M01,SVTM Scenario,SVTM_Savings,6.3,50.1,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
839,SVTM,2024.M01,SVTM Scenario,SVTM_Dashboard,3.4,25.9,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
840,SVTM,2024.M01,SVTM Scenario,SVTM_Settings,7,81.9,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
841,SVTM,2024.M01,SVTM Scenario,SVTM_Payments,9.8,83.3,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
842,SVTM,2024.M01,SVTM Scenario,SVTM_Limits,4.9,68.9,,,tps verification done,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
843,SVTM,2024.M01,SVTM Scenario,SVTM_Security,8,35.6,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
844,SVTM,2024.M01,SVTM Scenario,SVTM_Balance,5.9,69.1,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
845,SVTM,2024.M01,SVTM Scenario,SVTM_Insurance,1.2,84.6,,,transaction name verified,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
846,SVTM,2024.M01,SVTM Scenario,SVTM_Cards,8.6,69.9,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
847,SVTM,2024.M01,SVTM Scenario,SVTM_Withdrawal,8.4,16.8,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
848,SVTM,2024.M01,SVTM Scenario,SVTM_Loans,9.8,83.6,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
849,SVTM,2024.M01,SVTM Scenario,SVTM_Transactions,4,16.6,,,tps verification done,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
850,SVTM,2024.M01,SVTM Scenario,SVTM_History,7.5,13.7,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
851,SVTM,2024.M01,SVTM Scenario,SVTM_Login,1.8,21.4,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
852,SVTM,2024.M01,SVTM Scenario,SVTM_Profile,9,4.1,,,tps validated,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
853,SVTM,2024.M01,SVTM Scenario,SVTM_Statements,6,48.5,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
854,SVTM,2024.M01,SVTM Scenario,SVTM_Investments,9.4,28.8,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
855,SVTM,2024.M01,SVTM Scenario,SVTM_Registration,2.4,18.1,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
856,SVTM,2024.5,SVTM Scenario,SVTM_Reports,1.3,46,,,tps verification done,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
857,SVTM,2024.5,SVTM Scenario,SVTM_Loans,2.6,86.1,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
858,SVTM,2024.5,SVTM Scenario,SVTM_Security,1.5,69.2,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
859,SVTM,2024.5,SVTM Scenario,SVTM_Notifications,8.5,65.3,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
860,SVTM,2024.5,SVTM Scenario,SVTM_Logout,1.2,35.1,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
861,SVTM,2024.5,SVTM Scenario,SVTM_Withdrawal,7.4,51.4,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
862,SVTM,2024.5,SVTM Scenario,SVTM_Profile,1.1,61.4,,,SLA timeout to be checked,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
863,SVTM,2024.5,SVTM Scenario,SVTM_Login,7.5,27.9,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
864,SVTM,2024.5,SVTM Scenario,SVTM_History,2,74.9,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
865,SVTM,2024.5,SVTM Scenario,SVTM_Statement,2.3,13.6,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
866,SVTM,2024.5,SVTM Scenario,SVTM_Transfer,2.8,57.4,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
867,SVTM,2024.5,SVTM Scenario,SVTM_Payments,4.3,97.1,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
868,SVTM,2024.5,SVTM Scenario,SVTM_Investments,7.8,35.1,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
869,SVTM,2024.5,SVTM Scenario,SVTM_Balance,1.1,46.2,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
870,SVTM,2024.5,SVTM Scenario,SVTM_Dashboard,4.3,27.6,,,issue with scenario,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
871,SVTM,2024.5,SVTM Scenario,SVTM_Settings,7.4,43.5,,,sla validation to be done,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
872,SVTM,2024.5,SVTM Scenario,SVTM_Cards,8.4,88.3,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
873,SVTM,2024.5,SVTM Scenario,SVTM_Transactions,8.5,74,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
874,SVTM,2024.5,SVTM Scenario,SVTM_Registration,4.6,26.9,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
875,SVTM,2024.2,SVTM Scenario,SVTM_Balance,4.2,39,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
876,SVTM,2024.2,SVTM Scenario,SVTM_Login,4.8,68.7,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
877,SVTM,2024.2,SVTM Scenario,SVTM_Limits,1,79.9,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
878,SVTM,2024.2,SVTM Scenario,SVTM_Profile,3.9,81,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
879,SVTM,2024.2,SVTM Scenario,SVTM_Dashboard,8.6,43.4,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
880,SVTM,2024.2,SVTM Scenario,SVTM_Cards,2.9,9.1,,,Error rate rejected,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
881,SVTM,2024.2,SVTM Scenario,SVTM_Transactions,6.9,60.4,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
882,SVTM,2024.2,SVTM Scenario,SVTM_Transfer,7.6,7.4,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
883,SVTM,2024.2,SVTM Scenario,SVTM_Payments,3.7,39,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
884,SVTM,2024.2,SVTM Scenario,SVTM_Notifications,3.1,56.3,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
885,SVTM,2024.2,SVTM Scenario,SVTM_Reports,2.9,24.2,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
886,SVTM,2024.2,SVTM Scenario,SVTM_Withdrawal,3.7,57.1,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
887,SVTM,2024.2,SVTM Scenario,SVTM_Loans,4.9,4.8,,,SLA timeout to be checked,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
888,SVTM,2024.2,SVTM Scenario,SVTM_Settings,7.7,44.6,,,SLA timeout to be checked,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
889,SVTM,2024.2,SVTM Scenario,SVTM_Bills,9.8,57.4,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
890,SVTM,2024.2,SVTM Scenario,SVTM_Investments,2.9,2.5,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
891,SVTM,2024.2,SVTM Scenario,SVTM_History,7.1,77.6,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
892,SVTM,2024.2,SVTM Scenario,SVTM_Statements,6.9,99.4,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
893,SVTM,2024.2,SVTM Scenario,SVTM_Registration,1.5,32.6,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
894,SVTM,2024.2,SVTM Scenario,SVTM_Security,1.4,50.8,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
895,OLB,2023.1,OLB Scenario,OLB_Registration,7.3,15,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
896,OLB,2023.1,OLB Scenario,OLB_Transfer,3.1,22.8,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
897,OLB,2023.1,OLB Scenario,OLB_Transactions,9.9,48,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
898,OLB,2023.1,OLB Scenario,OLB_Reports,4.5,56.1,,,sla validation to be done,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
899,OLB,2023.1,OLB Scenario,OLB_Balance,4.8,32.8,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
900,OLB,2023.1,OLB Scenario,OLB_Dashboard,7.4,6.2,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
901,OLB,2023.1,OLB Scenario,OLB_Withdrawal,7.4,67.4,,,tps validated,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
902,OLB,2023.1,OLB Scenario,OLB_Settings,3.4,45.6,,,issue with scenario,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
903,OLB,2023.1,OLB Scenario,OLB_Investments,8.6,76.3,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
904,OLB,2023.1,OLB Scenario,OLB_Loans,2.8,5.1,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
905,OLB,2023.1,OLB Scenario,OLB_Logout,8.7,4.8,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
906,OLB,2023.1,OLB Scenario,OLB_Login,3.6,11.3,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
907,OLB,2023.1,OLB Scenario,OLB_Profile,9.8,88.2,,,issue with scenario,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
908,OLB,2023.1,OLB Scenario,OLB_Notifications,10,80.3,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
909,OLB,2023.1,OLB Scenario,OLB_Statement,6.1,5.5,,,issue with scenario,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
910,OLB,2023.1,OLB Scenario,OLB_History,3.1,34,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
911,OLB,2023.1,OLB Scenario,OLB_Cards,7.4,47.3,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
912,OLB,2023.3,OLB Scenario,OLB_Bills,7,39.6,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
913,OLB,2023.3,OLB Scenario,OLB_Settings,6.3,34.2,,,SLA timeout to be checked,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
914,OLB,2023.3,OLB Scenario,OLB_Registration,2.9,97,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
915,OLB,2023.3,OLB Scenario,OLB_History,6,56,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
916,OLB,2023.3,OLB Scenario,OLB_Cards,1.7,57.8,,,issue with scenario,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
917,OLB,2023.3,OLB Scenario,OLB_Loans,6.8,57.7,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
918,OLB,2023.3,OLB Scenario,OLB_Transfer,4.5,4.4,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
919,OLB,2023.3,OLB Scenario,OLB_Transactions,2.7,70.1,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
920,OLB,2023.3,OLB Scenario,OLB_Dashboard,4.3,20.4,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
921,OLB,2023.3,OLB Scenario,OLB_Notifications,6.3,5.3,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
922,OLB,2023.3,OLB Scenario,OLB_Investments,5.4,80.1,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
923,OLB,2023.3,OLB Scenario,OLB_Balance,3.8,40.7,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
924,OLB,2023.3,OLB Scenario,OLB_Security,3.2,44,,,Error rate rejected,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
925,OLB,2023.3,OLB Scenario,OLB_Login,3.5,33.9,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
926,OLB,2023.3,OLB Scenario,OLB_Profile,8.6,17,,,validation completed,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
927,OLB,2023.3,OLB Scenario,OLB_Withdrawal,5.3,14.9,,,tps validated,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
928,OLB,2023.3,OLB Scenario,OLB_Payments,2.9,50.1,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
929,OLB,2023.3,OLB Scenario,OLB_Statements,7.4,99.2,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
930,OLB,2023.3,OLB Scenario,OLB_Limits,4.8,35.1,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
931,OLB,2023.3,OLB Scenario,OLB_Reports,2.4,94.9,,,validation completed,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
932,OLB,2023.M03,OLB Scenario,OLB_Settings,7.7,19.2,,,tps validated,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
933,OLB,2023.M03,OLB Scenario,OLB_Payments,9,82,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
934,OLB,2023.M03,OLB Scenario,OLB_Investments,8.2,77.3,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
935,OLB,2023.M03,OLB Scenario,OLB_Limits,3.2,15.2,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
936,OLB,2023.M03,OLB Scenario,OLB_Dashboard,5.5,80.7,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
937,OLB,2023.M03,OLB Scenario,OLB_Mortgage,4.7,98.6,,,issue with scenario,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
938,OLB,2023.M03,OLB Scenario,OLB_Savings,7.1,60.5,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
939,OLB,2023.M03,OLB Scenario,OLB_Transfer,4.8,72.4,,,issue with scenario,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
940,OLB,2023.M03,OLB Scenario,OLB_Insurance,7.3,23.5,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
941,OLB,2023.M03,OLB Scenario,OLB_Withdrawal,2.1,55.6,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
942,OLB,2023.M03,OLB Scenario,OLB_Registration,7.6,86,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
943,OLB,2023.M03,OLB Scenario,OLB_Balance,1.9,23.2,,,tps validated,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
944,OLB,2024.M01,OLB Scenario,OLB_Transfer,2.7,72.6,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
945,OLB,2024.M01,OLB Scenario,OLB_History,6.3,40.2,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
946,OLB,2024.M01,OLB Scenario,OLB_Settings,6,93.9,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
947,OLB,2024.M01,OLB Scenario,OLB_Registration,5,43.4,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
948,OLB,2024.M01,OLB Scenario,OLB_Withdrawal,7.9,26.6,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
949,OLB,2024.M01,OLB Scenario,OLB_Investments,4.2,40.3,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
950,OLB,2024.M01,OLB Scenario,OLB_Dashboard,9.2,37.1,,,sla validation to be done,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
951,OLB,2024.M01,OLB Scenario,OLB_Balance,3.3,47.2,,,sla validation to be done,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
952,OLB,2024.M01,OLB Scenario,OLB_Savings,10,25.5,,,transaction name verified,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
953,OLB,2024.M01,OLB Scenario,OLB_Login,3.3,63.4,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
954,OLB,2024.M01,OLB Scenario,OLB_Mortgage,8.6,85.2,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
955,OLB,2024.M01,OLB Scenario,OLB_Transactions,6.9,71.5,,,,,,defaultUser,6/6/2024 10:10,defaultUser,6/6/2024 10:10
